,Taxon,Branch Type,l1,l2,l1/l2
96,190192,terminal,0.469182,0.435048,1.078460308
97,  ,internal,0.009232,0.037319,0.247380691
98,273116,terminal,0.025112,0.094528,0.265656737
99,273075,terminal,0.075845,0.1215,0.624238683
100,  ,internal,0.215404,0.148558,1.44996567
101,263820,terminal,0.092058,0.143864,0.639896013
102,333146,terminal,0.132022,0.185898,0.710185155
103,  ,internal,0.14725,0.106292,1.385334738
104,  ,internal,0.008606,0.237463,0.036241436
105,439481,terminal,0.017631,0.240195,0.07340286
106,  ,internal,0.323995,0.131863,2.457057704
107,425595,terminal,1.402569,0.730745,1.91936859
108,  ,internal,0.01497,0.007231,2.070253077
109,889948,terminal,0.112471,0.150201,0.74880327
110,1072681,terminal,0.106552,0.188212,0.566127558
111,  ,internal,0.207442,0.094796,2.188299084
112,889962,terminal,0.215058,0.258746,0.831154878
113,  ,internal,0.403032,0.356737,1.129773475
114,662762,terminal,0.018845,0.078647,0.239614988
115,662760,terminal,0.069327,0.168009,0.412638609
116,  ,internal,0.91781,0.56765,1.61685898
117,  ,internal,0.026118,0.130374,0.200331354
118,  ,internal,0.13533,0.07337,1.844486847
119,  ,internal,0.168116,0.02764,6.082344428
120,391623,terminal,0.035654,0.057948,0.615275764
121,523849,terminal,0.04407,0.066705,0.660670115
122,  ,internal,0.063887,0.040956,1.559893544
123,593117,terminal,0.076905,0.074729,1.029118548
124,  ,internal,0.051167,0.015664,3.266534729
125,272844,terminal,0.036685,0.060046,0.610948273
126,529709,terminal,0.027009,0.0525,0.514457143
127,  ,internal,0.055944,0.030377,1.841656516
128,  ,internal,0.376877,0.274482,1.373048142
129,  ,internal,0.027704,0.018487,1.49856656
130,228908,terminal,0.630674,0.76018,0.829637717
131,  ,internal,0.250322,0.034207,7.317858918
132,399549,terminal,0.052445,0.100736,0.52061825
133,671065,terminal,0.065591,0.109181,0.60075471
134,  ,internal,0.114962,0.091937,1.250443238
135,933801,terminal,0.10519,0.114083,0.922047983
136,  ,internal,0.024495,0.037651,0.65058033
137,330779,terminal,0.108028,0.141755,0.762075412
138,273063,terminal,0.055253,0.088412,0.624949102
139,  ,internal,0.087454,0.064365,1.358719801
140,273057,terminal,0.181681,0.162227,1.119918386
141,  ,internal,0.018304,0.024183,0.75689534
142,  ,internal,0.346667,0.269287,1.287351413
143,633148,terminal,0.162376,0.163551,0.992815697
144,490899,terminal,0.13005,0.143216,0.908068931
145,  ,internal,0.088289,0.08478,1.041389479
146,591019,terminal,0.090019,0.149373,0.602645726
147,  ,internal,0.310987,0.191495,1.623995405
148,453591,terminal,0.323114,0.361506,0.893799826
149,  ,internal,0.147377,0.028308,5.206196128
150,  ,internal,0.006811,0.016615,0.409930785
151,694429,terminal,0.200157,0.212871,0.940273687
152,415426,terminal,0.290293,0.215416,1.347592565
153,  ,internal,0.106838,0.074005,1.443659212
154,272557,terminal,0.122478,0.256243,0.477975984
155,666510,terminal,0.20077,0.2799,0.71729189
156,  ,internal,0.173778,0.113077,1.536811199
157,  ,internal,0.023844,0.052488,0.454275263
158,583356,terminal,0.389987,0.34908,1.117185172
159,  ,internal,0.161281,0.051397,3.137945795
160,  ,internal,0.194136,0.078843,2.462311175
161,178306,terminal,0.016631,0.05751,0.28918449
162,340102,terminal,0.074532,0.07796,0.956028733
163,  ,internal,0.08232,0.038385,2.14458773
164,384616,terminal,0.02307,0.085814,0.268837253
165,  ,internal,0.208722,0.105844,1.971977627
166,768679,terminal,0.099129,0.139332,0.711458961
167,  ,internal,0.345563,0.180167,1.918014953
168,572478,terminal,0.211859,0.19596,1.081133905
169,397948,terminal,0.23069,0.268832,0.858119569
170,  ,internal,0.047834,0.093824,0.50982691
171,  ,internal,0.113055,0.131625,0.858917379
172,368408,terminal,0.344268,0.375827,0.916027853
173,  ,internal,0.187253,0.067239,2.784886747
174,  ,internal,0.206583,0.078014,2.648024714
175,374847,terminal,0.609346,0.529012,1.151856669
176,  ,internal,0.197946,0.05435,3.642060718
177,1001994,terminal,0.01889,0.02938,0.642954391
178,886738,terminal,0.010283,0.027412,0.375127681
179,  ,internal,0.033522,0.027625,1.213466063
180,859350,terminal,0.025586,0.036058,0.709579012
181,436308,terminal,0.031526,0.040339,0.781526562
182,  ,internal,0.014586,0.015264,0.955581761
183,  ,internal,0.122657,0.102404,1.197775478
184,414004,terminal,0.209031,0.178194,1.173052965
185,  ,internal,0.001273,0.331452,0.003840677
186,311458,terminal,0.44913,0.408746,1.098799744
187,  ,internal,0.110784,0.111296,0.995399655
188,  ,internal,0.036967,0.079512,0.464923534
189,  ,internal,1.050382,0.43394,2.420569664
190,515635,terminal,0.371781,0.339437,1.095287196
191,891968,terminal,0.390358,0.413092,0.944966254
192,  ,internal,0.104394,0.054438,1.917667806
193,  ,internal,0.418912,0.056099,7.467370185
194,126740,terminal,0.449276,0.405227,1.108702036
195,  ,internal,0.012301,0.029137,0.422177987
196,290317,terminal,0.438925,0.423373,1.036733566
197,573825,terminal,0.627548,0.466926,1.343998835
198,  ,internal,0.054354,0.05096,1.066601256
199,526218,terminal,0.463241,0.419099,1.105325949
200,  ,internal,0.009283,0.041821,0.221969824
201,  ,internal,0.111678,0.00614,18.18859935
202,552811,terminal,0.520168,0.460977,1.128403369
203,  ,internal,0.007774,0.024033,0.323471893
204,526227,terminal,0.439435,0.441026,0.996392503
205,1133849,terminal,0.479247,0.490849,0.976363403
206,  ,internal,0.011246,0.056703,0.198331658
207,525904,terminal,0.286305,0.390759,0.732689458
208,  ,internal,0.124557,0.077009,1.617434326
209,  ,internal,0.248125,0.026023,9.534834569
210,572480,terminal,0.743168,0.549011,1.353648652
211,  ,internal,0.016442,0.009093,1.808204113
212,179408,terminal,0.37799,0.427545,0.884094072
213,  ,internal,0,0,
