method,taxa,rtt
caml,G001560765,1.67506042
caml,G001481595,1.684027017
caml,G001560435,1.674807867
caml,G001560065,1.674734034
caml,G001560115,1.674538116
caml,G001560675,1.686900453
caml,G001560605,1.692020689
caml,G001560245,1.689548694
caml,G001560795,1.691390116
caml,G001481635,1.689164528
caml,G001560525,1.686835119
caml,G001560135,1.686696234
caml,G001560815,1.686696234
caml,G001560725,1.686762493
caml,G001560085,1.6869808
caml,G001559985,1.686878385
caml,G001559975,1.686696409
caml,G001560595,1.686696409
caml,G000012285,1.680852434
caml,G000338775,1.680925698
caml,G000340315,1.682940738
caml,G001560565,1.688973642
caml,G001560485,1.686953722
caml,G001560635,1.686699749
caml,G001560375,1.680861373
caml,G001560515,1.680649978
caml,G001560405,1.681565128
caml,G001560555,1.681439691
caml,G001560205,1.680712066
caml,G001560715,1.690576246
caml,G001560835,1.690618184
caml,G001560465,1.68747644
caml,G001560315,1.681507446
caml,G001560355,1.682202377
caml,G001560755,1.681683693
caml,G001560195,1.682097693
caml,G001560035,1.681859833
caml,G001560685,1.682208652
caml,G001560045,1.682064535
caml,G001560645,1.681993121
caml,G001559965,1.682072462
caml,G001560455,1.68441532
caml,G001560215,1.682292497
caml,G001559955,1.684569897
caml,G001560305,1.681932701
caml,G001871535,1.365566497
caml,G001871475,1.338226677
caml,G001873845,1.213212677
caml,G001742785,1.24700559
caml,G001723845,1.122006664
caml,G001723835,1.289243248
caml,G001723855,1.183878
caml,G000007185,1.25602778
caml,G002011125,1.042576676
caml,G000092305,1.223815433
caml,G000363885,1.212649281
caml,G000371805,1.208886196
caml,G000024625,1.106394361
caml,G000023985,1.12382525
caml,G000739065,1.107900011
caml,G000091665,1.098171646
caml,G000025525,1.10852151
caml,G000243455,1.035074728
caml,G000214415,1.041666883
caml,G000017185,1.296303101
caml,G000179575,1.225929066
caml,G000376965,1.18484244
caml,G002009965,1.203067768
caml,G000006175,1.51644463
caml,G000017165,1.436625125
caml,G000220645,1.401714278
caml,G000017225,1.409379364
caml,G000018485,1.408235982
caml,G000166095,1.070064119
caml,G001507955,1.185504655
caml,G900095815,1.196732888
caml,G000145295,1.23351287
caml,G000828575,1.233659669
caml,G000008645,1.255468518
caml,G000513315,1.313399165
caml,G000404165,1.439455555
caml,G000621965,1.435700011
caml,G000024185,1.435406768
caml,G001639275,1.511984444
caml,G001548675,1.523457531
caml,G001477655,1.511783621
caml,G000190095,1.500679648
caml,G000190155,1.505837429
caml,G000190135,1.5018358
caml,G000016525,1.490263898
caml,G000824705,1.484117179
caml,G000437055,1.492570834
caml,G000012545,1.444074507
caml,G001729395,1.448638668
caml,G001729285,1.270315323
caml,G000745485,1.258743218
caml,G000214725,1.326252592
caml,G000191585,1.384608237
caml,G000744455,1.331571831
caml,G000302455,1.368740356
caml,G000309865,1.361333661
caml,G000499765,1.377764682
caml,G001316325,1.414122526
caml,G000762265,1.343570727
caml,G001458655,1.349270231
caml,G001509005,1.36831034
caml,G000953115,1.349243183
caml,G001875345,1.411488013
caml,G001875425,1.428470583
caml,G000246735,1.679369089
caml,G001628435,1.654497189
caml,G001629205,1.861888001
caml,G001628475,1.740901293
caml,G001629165,1.785348227
caml,G001628455,1.796989178
caml,G001628485,1.809180589
caml,G001629245,1.83783176
caml,G001629185,1.814246594
caml,G001629235,1.837914466
caml,G001629155,1.849453839
caml,G001629255,1.834597526
caml,G001629295,1.850406561
caml,G002011395,1.272730168
caml,G000327505,1.297177731
caml,G000025665,1.284399171
caml,G001856825,1.510237261
caml,G000008265,1.578075379
caml,G000152265,1.696967579
caml,G001316225,1.650440503
caml,G001402945,1.647756472
caml,G001399695,1.635647305
caml,G001402935,1.635361206
caml,G000949015,1.629941892
caml,G000496135,1.697351318
caml,G900090055,1.71424256
caml,G001856845,1.719870731
caml,G000965745,1.620914586
caml,G000447225,1.60986391
caml,G000195915,1.576722564
caml,G000011185,1.574797595
caml,G001595875,1.327836446
caml,G001595945,1.311659389
caml,G001595885,1.26236827
caml,G001800755,1.25498304
caml,G001800745,1.263802113
caml,G001800825,1.277378521
caml,G001800795,1.32362313
caml,G001800735,1.236033016
caml,G001800815,1.215037811
caml,G001800675,1.214623293
caml,G000404225,1.281299344
caml,G000308215,1.327060543
caml,G001512965,1.332452862
caml,G001421185,1.35414006
caml,G001421175,1.377396902
caml,G000800805,1.459238422
caml,G001563305,1.524292298
caml,G001560915,1.570234887
caml,G000350305,1.641718071
caml,G001481295,1.807103854
caml,G000437835,1.650761491
caml,G000300255,1.651079397
caml,G001914405,1.237374411
caml,G001305655,1.510453932
caml,G001767315,1.56109565
caml,G000474235,1.447741986
caml,G000069025,1.48022719
caml,G001488575,1.39622048
caml,G000230955,1.436988665
caml,G000496195,1.571694912
caml,G000427685,1.503242414
caml,G000283335,1.456876152
caml,G001469955,1.477486545
caml,G000336755,1.490658741
caml,G001469865,1.517872953
caml,G000025685,1.547623473
caml,G000337815,1.553833361
caml,G000306765,1.531192054
caml,G900100875,1.480748444
caml,G000172995,1.506220682
caml,G000337095,1.505652726
caml,G000739575,1.527836332
caml,G000416005,1.813967528
caml,G000415985,1.695994378
caml,G000415965,1.69174262
caml,G000009185,1.695634738
caml,G000237865,1.692741616
caml,G000495475,1.504816761
caml,G900129775,1.474394987
caml,G000224475,1.547178056
caml,G000739555,1.556385199
caml,G001282785,1.560862941
caml,G001564175,1.695141868
caml,G001563795,1.663031721
caml,G900109065,1.582764722
caml,G000416025,1.588186556
caml,G000496215,1.618699033
caml,G000496235,1.618240126
caml,G000416045,1.690893018
caml,G000447865,1.574096322
caml,G001462205,1.541180822
caml,G000496175,1.599041983
caml,G001564205,1.698463268
caml,G000746205,1.569344201
caml,G000337415,1.576909734
caml,G000337035,1.635343464
caml,G000336875,1.62504076
caml,G000336995,1.594683257
caml,G000337375,1.631309031
caml,G000337355,1.626564118
caml,G000022205,1.618331616
caml,G000739595,1.656117226
caml,G000334895,1.468952834
caml,G000336915,1.499451483
caml,G000336935,1.512789776
caml,G000336675,1.551864519
caml,G000755245,1.529623998
caml,G000336715,1.529498887
caml,G000336695,1.524154732
caml,G000026045,1.511567394
caml,G000591055,1.547976167
caml,G000415945,1.771855531
caml,G900100385,1.561960004
caml,G001564135,1.664880046
caml,G000416085,1.650718916
caml,G000755225,1.536864585
caml,G000023945,1.611491218
caml,G000470655,1.612855762
caml,G900110215,1.502682013
caml,G000337455,1.530302584
caml,G000023965,1.5540027
caml,G000337775,1.580875023
caml,G000223905,1.59488848
caml,G000337755,1.595717148
caml,G000337275,1.599032947
caml,G000196895,1.506846096
caml,G000710615,1.497842457
caml,G000376445,1.484351858
caml,G000403645,1.511745838
caml,G900103505,1.463124749
caml,G000337515,1.544346063
caml,G001564285,1.614107957
caml,G001563955,1.634232072
caml,G000517625,1.551864289
caml,G000691505,1.582768916
caml,G001563885,1.641726787
caml,G000337675,1.60065656
caml,G000328685,1.619840072
caml,G000337695,1.653292584
caml,G000337555,1.61512694
caml,G000025625,1.615946367
caml,G000337575,1.615649272
caml,G000455365,1.599079676
caml,G000217715,1.615095368
caml,G000455345,1.626236028
caml,G000230715,1.652366411
caml,G000337895,1.683819238
caml,G000336655,1.661644104
caml,G000025325,1.626404453
caml,G000337215,1.631939605
caml,G000383975,1.654541139
caml,G000337735,1.674459376
caml,G000337715,1.678121405
caml,G000784335,1.610489095
caml,G000337475,1.677243241
caml,G000230735,1.63969075
caml,G000337195,1.664259936
caml,G000731985,1.648000625
caml,G002011155,1.076641272
caml,G002011165,1.069289763
caml,G002010305,1.152068995
caml,G000194625,1.185750468
caml,G002010045,1.344668735
caml,G002010125,1.366932472
caml,G002011215,1.224472022
caml,G000385565,1.271154124
caml,G002011235,1.327701098
caml,G002011315,1.30765863
caml,G002010155,1.327393107
caml,G002010195,1.32271387
caml,G002010215,1.235946623
caml,G000025505,1.23371227
caml,G001006045,1.28365728
caml,G000789255,1.32264074
caml,G000025285,1.247992517
caml,G002010285,1.242091896
caml,G002010295,1.216471966
caml,G000008665,1.24218004
caml,G000734035,1.258314447
caml,G001508745,1.245395903
caml,G001508815,1.250991755
caml,G001508455,1.208209397
caml,G001940805,1.363224697
caml,G000430905,1.360812017
caml,G001602685,1.65516535
caml,G000015765,1.383120943
caml,G001602695,1.48348598
caml,G000013445,1.329284784
caml,G001412355,1.271210433
caml,G001315945,1.413672748
caml,G000711215,1.448873557
caml,G000243255,1.398359022
caml,G000147875,1.386199342
caml,G000784355,1.370303059
caml,G000021965,1.360780376
caml,G000235685,1.425246447
caml,G000017625,1.426601916
caml,G000327485,1.403548617
caml,G000275865,1.306814771
caml,G001571385,1.295647602
caml,G001896715,1.380509634
caml,G900079125,1.347276861
caml,G000304355,1.337874455
caml,G001512375,1.39214058
caml,G900025055,1.397556169
caml,G001512385,1.347068271
caml,G001571405,1.343887356
caml,G001509255,1.423246414
caml,G001508665,1.408832837
caml,G001315965,1.52386676
caml,G001017125,1.358525014
caml,G000691865,1.37831213
caml,G000015825,1.373905112
caml,G001766825,1.141674094
caml,G001766815,1.156344049
caml,G000063445,1.159756068
caml,G000251105,1.188415516
caml,G000011005,1.185812865
caml,G002010075,1.23175065
caml,G000711905,1.21202832
caml,G001508185,1.219330353
caml,G001507975,1.231359899
caml,G000014945,1.272621795
caml,G001603205,1.510262053
caml,G001603225,1.323961169
caml,G000204415,1.274067023
caml,G000235565,1.286172704
caml,G001602645,1.256128167
caml,G001509375,1.235167468
caml,G001508615,1.23220791
caml,G001317315,1.184633793
caml,G000685155,1.168715068
caml,G000196655,1.270053395
caml,G000217995,1.246218343
caml,G001896725,1.320315043
caml,G000328665,1.291681626
caml,G001577565,1.306695488
caml,G000306725,1.298066382
caml,G900114835,1.285496908
caml,G900100715,1.311887087
caml,G000504205,1.313517505
caml,G000013725,1.250543035
caml,G000970325,1.2447617
caml,G000765475,1.251198225
caml,G900111645,1.282011689
caml,G000025865,1.302719401
caml,G900106905,1.318924685
caml,G001889405,1.320181239
caml,G001888095,1.315810878
caml,G001726015,1.328212768
caml,G001683555,1.38091692
caml,G001577555,1.354022955
caml,G000970045,1.184158081
caml,G001714685,1.272748488
caml,G001304615,1.284501053
caml,G001512365,1.329388126
caml,G000969885,1.315136215
caml,G001402855,1.326007641
caml,G000969925,1.335306499
caml,G000970305,1.301760229
caml,G000969945,1.317403303
caml,G000969905,1.324368697
caml,G000969985,1.343787491
caml,G000195895,1.344510424
caml,G001316305,1.419560362
caml,G000970065,1.340230021
caml,G001027005,1.336142529
caml,G000970025,1.333843834
caml,G001729375,1.339510461
caml,G000979455,1.30069312
caml,G000970265,1.297344288
caml,G000970005,1.291519439
caml,G000969965,1.305642331
caml,G000007345,1.270305181
caml,G000970145,1.291113911
caml,G000970125,1.284844795
caml,G000970085,1.292524696
caml,G000970285,1.255305029
caml,G000970185,1.263528
caml,G000970205,1.277050144
caml,G000341715,1.279970537
caml,G000979755,1.287362896
caml,G000970165,1.276577472
caml,G000979995,1.284280042
caml,G000979015,1.284828534
caml,G000979185,1.279014905
caml,G000979895,1.281111652
caml,G000979855,1.278535271
caml,G000979105,1.274334321
caml,G000979845,1.281407047
caml,G000979745,1.276326999
caml,G000979095,1.281087652
caml,G000978955,1.289318069
caml,G000970245,1.281391052
caml,G000979825,1.279921394
caml,G000979675,1.279225448
caml,G000979815,1.281679766
caml,G000979515,1.280064499
caml,G000979125,1.291634466
caml,G000979555,1.279964954
caml,G000978935,1.280682015
caml,G000979575,1.284173648
caml,G000978945,1.284173648
caml,G001873755,1.216336561
caml,G001567355,1.615179186
caml,G001567305,1.625885912
caml,G000993565,1.723487472
caml,G000991265,1.836967557
caml,G001771775,1.798611381
caml,G001772465,1.800805812
caml,G000990085,1.801490375
caml,G000990125,1.801533141
caml,G000989675,1.800996406
caml,G000989705,1.813771178
caml,G000990985,1.801823702
caml,G000990025,1.801708602
caml,G000989775,1.800496535
caml,G001772955,1.529458136
caml,G001772805,1.514665354
caml,G001772545,1.511551991
caml,G001772665,1.749865122
caml,G001890045,1.481922843
caml,G001873785,1.481697102
caml,G001772695,1.461098813
caml,G001772615,1.455952357
caml,G001772985,1.539826351
caml,G001772625,1.585787894
caml,G001772855,1.73328754
caml,G000994815,1.727532585
caml,G000997575,1.620885793
caml,G000997355,1.631159767
caml,G001772705,1.634575349
caml,G001772535,1.615684933
caml,G001772865,1.624453129
caml,G001772885,1.619929123
caml,G001772815,1.620319914
caml,G001772935,1.620026398
caml,G001772575,1.812519411
caml,G001773295,1.676310369
caml,G001773195,1.695297601
caml,G001773225,1.86166991
caml,G001773375,1.856843076
caml,G001773145,1.863176158
caml,G001773055,1.862349671
caml,G001773015,1.867569881
caml,G001773065,1.867571978
caml,G001773215,1.867571978
caml,G001773385,1.83172413
caml,G000997025,1.843862374
caml,G000997745,1.84797836
caml,G000997795,1.862593523
caml,G000994825,1.85195842
caml,G001773035,1.865950467
caml,G000995715,1.855832486
caml,G000997615,1.849116819
caml,G000997145,1.854794186
caml,G000996615,1.850326634
caml,G000997865,1.849584419
caml,G000996895,1.848280334
caml,G000997545,1.872265523
caml,G001773315,1.85106157
caml,G001773095,1.854639722
caml,G001773275,1.850659943
caml,G000998555,1.850659943
caml,G001772775,1.848805902
caml,G001773175,1.849226174
caml,G001772795,1.865968337
caml,G001773395,1.863139045
caml,G001773115,1.844548682
caml,G000999505,1.84429149
caml,G000995235,1.837046306
caml,G000997875,1.838463343
caml,G000999305,1.836622291
caml,G001000705,1.838584569
caml,G000998145,1.845581961
caml,G000999405,1.836557598
caml,G000503835,1.836281738
caml,G001000215,1.836281738
caml,G000999385,1.836660276
caml,G000999585,1.836941117
caml,G000998705,1.836283987
caml,G001871995,1.457993538
caml,G001771165,1.444508234
caml,G000991025,1.438337527
caml,G001772215,1.43833762
caml,G001816815,1.406441711
caml,G001816835,1.43314812
caml,G001816795,1.413825839
caml,G001816975,1.397243195
caml,G001816985,1.46872785
caml,G001816735,1.413071654
caml,G001816695,1.411740707
caml,G001816995,1.461663105
caml,G001816645,1.466582714
caml,G001816635,1.452624608
caml,G001776335,1.382357604
caml,G000995995,1.617060187
caml,G000404925,1.631876543
caml,G001776475,1.497390658
caml,G001774995,1.503541264
caml,G001775085,1.568856045
caml,G001776505,1.559565612
caml,G001776455,1.576699212
caml,G001774865,1.49875124
caml,G001774705,1.581809413
caml,G001774945,1.599288162
caml,G001776535,1.60226898
caml,G001776425,1.615896194
caml,G001776415,1.626716442
caml,G001774895,1.45502176
caml,G001775155,1.561384309
caml,G000994385,1.536819
caml,G000994395,1.512818212
caml,G000994225,1.521654175
caml,G001776685,1.437802619
caml,G001777065,1.423733469
caml,G001779835,1.438450873
caml,G001777435,1.434244583
caml,G001776815,1.440528986
caml,G001777015,1.50716133
caml,G001776855,1.512363296
caml,G001777055,1.51510221
caml,G001779735,1.510184873
caml,G000995285,1.542322372
caml,G001779745,1.495395152
caml,G001776635,1.467155861
caml,G001777335,1.467188694
caml,G001777455,1.514854333
caml,G001776735,1.525579878
caml,G001776945,1.522447286
caml,G001777375,1.52824624
caml,G001777025,1.508222986
caml,G001775325,1.497240247
caml,G001776585,1.539003123
caml,G000992925,1.560770211
caml,G000992645,1.519124419
caml,G001779755,1.546138649
caml,G001776975,1.54817043
caml,G001776755,1.563755942
caml,G001777345,1.555538593
caml,G001777495,1.541846182
caml,G000997225,1.556351247
caml,G000994095,1.542871423
caml,G000994545,1.540971222
caml,G000996555,1.540618433
caml,G000997385,1.538871393
caml,G000997105,1.546278607
caml,G001776835,1.511419937
caml,G001776675,1.520166374
caml,G001777465,1.51059518
caml,G001779145,1.591136655
caml,G001003415,1.51650456
caml,G001782125,1.559321179
caml,G000993335,1.573876458
caml,G001782605,1.545845874
caml,G001782115,1.563337705
caml,G001782435,1.574734422
caml,G001783905,1.538778567
caml,G001784055,1.554682879
caml,G001782685,1.508112732
caml,G001783775,1.503143496
caml,G001782355,1.504418617
caml,G001782205,1.552298304
caml,G001784115,1.50604967
caml,G001782445,1.5269161
caml,G001782475,1.536609229
caml,G001782295,1.517682161
caml,G001782085,1.537604841
caml,G001783975,1.534362269
caml,G001783885,1.53379554
caml,G001784095,1.581861696
caml,G001783805,1.622487987
caml,G001782525,1.622271913
caml,G001782645,1.624940892
caml,G000990055,1.625853915
caml,G000992095,1.601077731
caml,G001781995,1.647803679
caml,G001782495,1.622926764
caml,G001782035,1.617444929
caml,G001782415,1.627322563
caml,G001782045,1.617550679
caml,G000994635,1.639622213
caml,G001784045,1.60961661
caml,G001783845,1.621503478
caml,G000996635,1.622142214
caml,G001782735,1.619901247
caml,G001782395,1.625987892
caml,G001782595,1.613999959
caml,G001782265,1.613902093
caml,G000998235,1.500833641
caml,G001779095,1.623043731
caml,G001779065,1.693970958
caml,G001003345,1.631657745
caml,G001003305,1.735587555
caml,G001780895,1.560743283
caml,G001779345,1.572632672
caml,G000993445,1.67578149
caml,G000998865,1.639889111
caml,G001000435,1.652451162
caml,G000999165,1.643671415
caml,G001780865,1.446357071
caml,G001779195,1.569878904
caml,G001779235,1.638889794
caml,G001780955,1.559051563
caml,G001779015,1.702756403
caml,G001871285,1.632019646
caml,G001779135,1.601714116
caml,G000993925,1.608649084
caml,G001779055,1.670530105
caml,G001779265,1.712706152
caml,G001779385,1.714125772
caml,G001779115,1.718839582
caml,G001779255,1.713239611
caml,G001779275,1.712685187
caml,G000997505,1.596173739
caml,G000997595,1.56607552
caml,G000994655,1.59177527
caml,G001788215,1.574503401
caml,G000996505,1.568827199
caml,G001788325,1.870948546
caml,G001788275,1.880630629
caml,G001790075,1.879730614
caml,G001790165,1.875121449
caml,G001790125,1.877613704
caml,G001788375,1.882009643
caml,G001788295,1.873952695
caml,G001788225,1.733160429
caml,G001789935,1.790945187
caml,G001789955,1.733002444
caml,G001789445,1.722081294
caml,G001789775,1.737637416
caml,G001787945,1.726302574
caml,G001567515,2.055941198
caml,G001789365,1.879999006
caml,G001789725,1.883228827
caml,G001567245,1.848543847
caml,G001789515,1.917479542
caml,G001788235,1.921431502
caml,G001788165,1.797280963
caml,G001790005,1.766002071
caml,G001789715,1.768487649
caml,G001787915,1.781629696
caml,G001789435,1.778057837
caml,G001788095,1.799007438
caml,G001789875,1.777278668
caml,G001788045,1.791312187
caml,G001789965,1.725949003
caml,G001790035,1.72610617
caml,G001789795,1.726116656
caml,G001789535,1.726364049
caml,G001787965,1.726606054
caml,G001788125,1.726414257
caml,G001789475,1.726419715
caml,G001789805,1.77331259
caml,G001789995,1.758617036
caml,G000990445,1.895412962
caml,G001788195,1.783465543
caml,G001789555,1.79049807
caml,G001789325,1.786486006
caml,G001873595,1.812925361
caml,G001788305,1.728092005
caml,G001790155,1.721767612
caml,G001790195,1.726409652
caml,G001790045,1.726409652
caml,G001790095,1.726409652
caml,G001790115,1.726410652
caml,G001788355,1.726410652
caml,G000991535,1.765068478
caml,G000990305,1.773874721
caml,G000402875,1.74906868
caml,G000991135,1.714257217
caml,G000990725,1.714682043
caml,G001789855,1.876974065
caml,G000990565,1.793933456
caml,G000990465,1.801172689
caml,G001789745,1.79096249
caml,G001787985,1.801946298
caml,G001789645,1.777993028
caml,G001789635,1.757988333
caml,G001789285,1.76684892
caml,G001789545,1.788110443
caml,G001789675,1.783389426
caml,G001789895,1.811378758
caml,G001788055,1.828806745
caml,G001789695,1.820341778
caml,G001787885,1.836448602
caml,G001789405,1.822994999
caml,G000992605,1.931309092
caml,G000992285,1.943673922
caml,G000989305,1.926406722
caml,G000992725,1.891147389
caml,G001790905,1.900832017
caml,G001790765,1.913400278
caml,G001776045,1.590743794
caml,G001871835,1.60192626
caml,G000995585,1.656431884
caml,G001872035,1.681023217
caml,G001776115,1.609180364
caml,G001774335,1.570868907
caml,G001776075,1.566677485
caml,G001774295,1.569992558
caml,G001003755,1.592332685
caml,G001001885,1.586107843
caml,G001001955,1.574351408
caml,G001774275,1.566655863
caml,G001774315,1.566245121
caml,G001029675,1.566244873
caml,G001816575,1.579713464
caml,G001816915,1.624978867
caml,G001816955,1.633856845
caml,G001816585,1.634106534
caml,G001803415,1.760216046
caml,G001803505,1.802723566
caml,G001803465,1.657522234
caml,G001803475,1.666644812
caml,G001788675,1.844661328
caml,G001001575,1.842067199
caml,G001000345,1.841982011
caml,G001787315,1.790139382
caml,G001001445,1.766631203
caml,G001002285,1.755321521
caml,G001002295,1.763367423
caml,G001508535,1.979338175
caml,G001872335,1.933179757
caml,G000991725,2.046959196
caml,G000993185,2.045982892
caml,G001029715,2.045982892
caml,G001873435,1.998575795
caml,G001003265,2.061906931
caml,G001787395,2.074478477
caml,G001788645,2.074482761
caml,G001787405,2.074281276
