,Taxon,Branch Type,l1,l2,l1/l2
93,  ,internal,0.004909,0.057025552,0.086084216
94,  ,internal,0.033691,0.028008896,1.202867851
95,  ,internal,0.125928,0.038733796,3.251114371
96,  ,internal,0.072387,0.058860106,1.229814296
97,Apern,terminal,0.171405,0.305308436,0.561415866
98,Hbuty,terminal,0.166519,0.198627844,0.838346713
99,  ,internal,0.174307,0.058331046,2.988237182
100,Ihosp,terminal,0.295731,0.317717179,0.930799527
101,  ,internal,0.004825,0.028999057,0.166384719
102,Smari,terminal,0.238127,0.304513856,0.781990689
103,  ,internal,0.004602,0.022078364,0.208439354
104,Fervi,terminal,0.270897,0.325029719,0.833453017
105,  ,internal,0.091646,0.047987877,1.909773998
106,Iaggr,terminal,0.351869,0.367667159,0.957031357
107,  ,internal,0.019255,0.030217426,0.637215094
108,Ssolf,terminal,0.365866,0.341636116,1.070923075
109,  ,internal,0.065203,0.096115892,0.678378973
110,Cmaqu,terminal,0.166632,0.283193615,0.588403096
111,Paero,terminal,0.142039,0.261675125,0.542806658
112,  ,internal,0.365134,0.197089794,1.852627645
113,Tpend,terminal,0.335632,0.371180519,0.90422849
114,  ,internal,0.097875,0.080237889,1.219810256
115,  ,internal,0.067367,0.042536733,1.583737064
116,CrenYNPFFA,terminal,0.584803,0.472260027,1.238307217
117,  ,internal,0.021644,0.045530112,0.475377704
118,Csymb,terminal,0.094483,0.140903994,0.670548771
119,Nmari,terminal,0.048464,0.107418234,0.451171075
120,  ,internal,0.265704,0.186820547,1.422241847
121,Ngarg,terminal,0.137662,0.192864245,0.713776678
122,  ,internal,0.287006,0.271890575,1.055593782
123,Csubt,terminal,0.43843,0.450620815,0.972946623
124,  ,internal,0.15432,0.099686932,1.548046444
125,  ,internal,0.005901,0.026222439,0.225036271
126,Kcryp,terminal,0.79075,0.599706497,1.31856167
127,  ,internal,0.010448,0.047057081,0.222028222
128,  ,internal,0.119222,0.025236589,4.724172543
129,ThE09,terminal,0.48323,0.552763229,0.874207933
130,  ,internal,0.145699,0.035338379,4.122967862
131,Lmira,terminal,0.643021,0.511731296,1.256559849
132,OLCB4,terminal,0.301734,0.291200434,1.036172905
133,  ,internal,0.090101,0.067280375,1.339186956
134,  ,internal,0.006198,0.038862198,0.159486603
135,TAB25,terminal,0.534798,0.400950427,1.333825741
136,  ,internal,0.139034,0.078387659,1.773672047
137,HLC3,terminal,0.628007,0.505058438,1.243434328
138,  ,internal,0.12595,0.105556585,1.193198888
139,HLC2,terminal,0.90237,0.407962905,2.21189228
140,HAB125,terminal,0.452638,0.346572559,1.306041083
141,  ,internal,0,0,
